,,,,,
,Data Dictionary,,,,
,23,A4_3,A4_3. How often did you do the following during the recent election... Talk to other people to persuade them to vote for a particular party or candidate?,1,Frequently
,,,,2,Occasionally
,,,,3,Rarely
,,,,4,Not at all
,,,,999,Item skipped
,24,A4_4,"A4_4. How often did you do the following during the recent election... Show your support for a particular party or candidate by, for example, attending a meeting, putting up a poster, or in some other way?",1,Frequently
,,,,2,Occasionally
,,,,3,Rarely
,,,,4,Not at all
,,,,999,Item skipped
,25,A4_5,A4_5. How often did you do the following during the recent election... Go to any political meetings or rallies?,1,Frequently
,,,,2,Occasionally
,,,,3,Rarely
,,,,4,Not at all
,,,,999,Item skipped
,26,A4_6,A4_6. How often did you do the following during the recent election... Contribute money to a political party or election candidate?,1,Frequently
,,,,2,Occasionally
,,,,3,Rarely
,,,,4,Not at all
,,,,999,Item skipped
,27,A5,A5. Did you watch any of the three televised debates between Scott Morrison and Anthony Albanese?,1,"Yes, watched all three"
,,,,2,"Yes, watched two of them"
,,,,3,"Yes, watched one only"
,,,,4,"No, didn't watch any"
,,,,999,Item skipped
,28,A6,"A6. From what you saw or what you heard or read about them, who do you think performed better in the debates - Scott Morrison or Anthony Albanese?",1,Morrison did much better
,,,,2,Morrison did somewhat better
,,,,3,About equal
,,,,4,Albanese did somewhat better
,,,,5,Albanese did much better
,,,,999,Item skipped
,29,A7_1,A7_1. Did a candidate or anyone from a political party contact you to persuade you to vote for them - No,0,Not selected
,,,,1,Selected
,30,A7_2,"A7_2. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, by telephone",0,Not selected
,,,,1,Selected
,31,A7_3,"A7_3. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, by mail",0,Not selected
,,,,1,Selected
,32,A7_4,"A7_4. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, face-to-face",0,Not selected
,,,,1,Selected
,33,A7_5,"A7_5. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, by text message or SMS",0,Not selected
,,,,1,Selected
,34,A7_6,"A7_6. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, by email",0,Not selected
,,,,1,Selected
,35,A7_7,"A7_7. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Yes, by social network site or other web-based method",0,Not selected
,,,,1,Selected
,36,A7_8,A7_8. Did a candidate or anyone from a political party contact you to persuade you to vote for them? Item skipped,0,Not selected
,,,,1,Selected
,37,A8_1,A8_1. Which parties or candidates contacted you by any of these means? None,0,Not selected
,,,,1,Selected
,38,A8_2,A8_2. Which parties or candidates contacted you by any of these means? Liberal,0,Not selected
,,,,1,Selected
,39,A8_3,A8_3. Which parties or candidates contacted you by any of these means? Labor,0,Not selected
,,,,1,Selected
,40,A8_4,A8_4. Which parties or candidates contacted you by any of these means? National,0,Not selected
,,,,1,Selected
,41,A8_5,A8_5. Which parties or candidates contacted you by any of these means? Greens,0,Not selected
,,,,1,Selected
,42,A8_6,A8_6. Which parties or candidates contacted you by any of these means? Other party or candidate,0,Not selected
,,,,1,Selected
,43,A8_7,A8_7. Which parties or candidates contacted you by any of these means? Item skipped,0,Not selected
,,,,1,Selected
,44,A9,"A9. Do you think that voting at Federal elections should be compulsory, or do you think that people should only have to vote if they want to?",1,Strongly favour compulsory voting
,,,,2,Favour compulsory voting
,,,,3,Favour people voting only if they want to
,,,,4,Strongly favour people voting only if they want to
,,,,999,Item skipped
,45,A10,A10. Would you have voted in the election if voting had not been compulsory?,1,Definitely would have voted
,,,,2,Probably would have voted
,,,,3,Might / might not have voted
,,,,4,Probably would not have voted
,,,,5,Definitely would not have voted
,,,,97,Not eligible to vote
,,,,999,Item skipped
,46,A11,"A11. Do you think that the voting age in elections should be lowered to 16, or should it stay at 18?",1,Definitely lowered to 16
,,,,2,Probably lowered to 16
,,,,3,Probably stay at 18
,,,,4,Definitely stay at 18
,,,,999,Item skipped
,47,A12_Order,A12_Order. A12 response frame randomised,,
,48,A12_1,A12_1. Did you read or access any of the following - Party or campaign websites,0,Not selected
,,,,1,Selected
,49,A12_2,"A12_2. Did you read or access any of the following - TV or newspaper websites (e.g. ABC Online, SMH site etc)",0,Not selected
,,,,1,Selected
,50,A12_3,A12_3. Did you read or access any of the following - Election blogs,0,Not selected
,,,,1,Selected
,51,A12_4,A12_4. Did you read or access any of the following - Federal Parliament site,0,Not selected
,,,,1,Selected
,52,A12_5,A12_5. Did you read or access any of the following - Australian Electoral Commission site,0,Not selected
,,,,1,Selected
,53,A12_6,A12_6. Did you read or access any of the following - Voting advice website (e.g. VoteCompass),0,Not selected
,,,,1,Selected
,54,A12_7,A12_7. Did you read or access any of the following - None of the above,0,Not selected
,,,,1,Selected
,55,A12_8,A12_8. Did you read or access any of the following - Item skipped,0,Not selected
,,,,1,Selected
,56,A12_b,"A12_b. During the election campaign, in a typical week, how many days did you use social media such as Facebook, Twitter, or Whatsapp to follow news about parties and candidates?",1,None/zero days
,,,,2,One day
,,,,3,Two days
,,,,4,Three days
,,,,5,Four days
,,,,6,Five days
,,,,7,Six days
,,,,8,Seven days
,,,,999,Item skipped
,57,A12_c,"A12_c. And how often during a typical day did you use social media such as Facebook, Twitter, or Whatsapp to follow news about parties and candidates?",1,Only about once a day
,,,,2,Several times per day
,,,,3,At least 10 times per day
,,,,998,Did not use social media to follow news about parties and candidates
,,,,999,Item skipped
,58,A13_Order,A13_Order. A13 response frame randomised,0,Not selected
,,,,1,selected
,59,A13_1,"A13_1. Did you do any of the following activities online - Signed up to receive information from a party or candidate on Twitter, Facebook, or Instagram",0,Not slelected
,,,,1,Selected
,60,A13_2,"A13_2. Did you do any of the following activities online - Shared campaign or political content on a blog, Twitter feed or on social network",0,Not selected
,,,,1,Selected
,61,A13_3,A13_3. Did you do any of the following activities online - Joined or started a political group on social networking site (e.g. Facebook etc.),0,Not selected
,,,,1,Selected
,62,A13_4,A13_4. Did you do any of the following activities online - None of the above,0,Not Selected
,,,,1,Selected
,63,A13_5,A13_5. Did you do any of the following activities online - Item skipped,0,Not selected
,,,,1,Selected
,64,B1,"B1. Generally speaking, do you usually think of yourself as Liberal, Labor, National or what?",1,Liberal
,,,,2,Labor
,,,,3,National Party
,,,,4,Greens
,,,,5,Other party (please specify)
,,,,6,No party
,,,,7,Australian Democrats
,,,,8,Christian Democratic Party
,,,,9,Citizens Electoral Council
,,,,10,Family First Party
,,,,11,Pauline Hanson's One Nation
,,,,12,Republican Party (replaced by Republican Party of Australia)
,,,,13,"Shooters, Fishers and Farmers Party"
,,,,14,Fishing Party
,,,,15,United Australia Party (formerly Palmer's United Party)
,,,,16,Katter's Australia Party
,,,,17,Liberal Democrats
,,,,18,Motoring Enthusiasts Party
,,,,19,Australian Sports Party (dissolved in 2015)
,,,,20,Reason Party (formerly The Australian Sex Party)
,,,,21,The Wikileaks Party (dissolved in 2015)
,,,,22,Australian Christians
,,,,23,Derryn Hinch's Justice Party
,,,,24,Centre Alliance (formerly Nick Xenophon Team)
,,,,25,Rise Up Australia
,,,,26,Science Party
,,,,27,Australian Liberty Alliance
,,,,28,Pirate Party
,,,,30,Jacquie Lambie Network
,,,,31,Arts Party
,,,,32,Animal Justice Party
,,,,33,Australian Cyclists Party
,,,,34,Health Australia Party
,,,,35,Affordable Housing Party
,,,,36,Australia First Party
,,,,37,Australian Better Families
,,,,38,Australian Conservatives
,,,,39,Australian People's Party
,,,,40,Australian Progressives
,,,,41,Australian Workers Party
,,,,42,Child Protection Party
,,,,43,Climate Action! Immigration Action! Accountable Politicians!
,,,,44,Country Liberals (NT)
,,,,45,Democratic Labour Party
,,,,46,Fraser Anning'S Conservative National Party
,,,,47,Help End Marijuana Prohibition (HEMP) Party
,,,,48,Independents For Climate Action Now
,,,,49,Involuntary Medication Objectors (Vaccination/Fluoride) Party
,,,,50,Labour DLP
,,,,51,Liberal National Party of Queensland
,,,,52,Love Australia or Leave
,,,,53,Non-Custodial Parents Party (Equal Parenting)
,,,,54,Secular Party of Australia
,,,,55,Seniors United Party of Australia
,,,,56,Socialist Alliance
,,,,57,Socialist Equality Party
,,,,58,Sustainable Australia
,,,,59,The Australian Mental Health Party
,,,,60,The Great Australian Party
,,,,61,The Small Business Party
,,,,62,The Together Party
,,,,63,Victorian Socialists
,,,,64,VOTEFLUX.ORG | Upgrade Democracy!
,,,,65,WESTERN AUSTRALIA PARTY
,,,,66,Yellow Vest Australia
,,,,67,Australian Citizens Party
,,,,68,Australian Federation Party
,,,,69,Australian Values Party
,,,,70,David Pocock
,,,,71,Drew Pavlou Democratic Alliance
,,,,72,"FUSION: Science, Pirate, Secular, Climate Emergency"
,,,,73,Federal ICAC Now
,,,,74,Indigenous - Aboriginal Party of Australia
,,,,75,Informed Medical Options Party
,,,,76,Rex Patrick Team
,,,,77,TNL
,,,,78,The Local Party of Australia
,,,,95,Swing Voter
,,,,96,Independent
,,,,97,Other party (not specified)
,,,,997,Does not apply
,,,,999,Item skipped
,65,B1_other,"B1. Generally speaking, do you usually think of yourself as Liberal, Labor, National or what? (other specify)",,
,66,B2,"B2. Would you call yourself a very strong, fairly strong, or not very strong supporter of that party?",1,Very strong supporter
,,,,2,Fairly strong supporter
,,,,3,Not very strong supporter
,,,,999,Item skipped
,67,B3,B3. Would you say you cared a good deal which party won the Federal election or that you did not care very much which party won?,1,Cared a good deal
,,,,2,Did not care very much
,,,,3,Did not care at all
,,,,999,Item skipped
,68,B4,B4. When did you decide how you would definitely vote in this election?,1,A long time ago
,,,,2,"A few months ago, before election day was announced"
,,,,3,"About the time the election was announced, on Sunday, 10 April"
,,,,4,In the first few weeks of the campaign
,,,,5,A few days before election day
,,,,6,On election day
,,,,7,Did not vote in this election
,,,,999,Item skipped
,69,B5,"B5. In deciding how you would vote in the election, which was most important to you?",1,The party leaders
,,,,2,The policy issues
,,,,3,The candidates in your electorate
,,,,4,The parties taken as a whole
,,,,999,Item skipped
,70,B6,"B6. Which do you think is better - when the Federal Government has a majority in both the House of Representatives and the Senate, OR when the Federal Government in the House of Representatives does not control the Senate?",1,Much better when Government controls both
,,,,2,Better when Government controls both
,,,,3,Neither / doesn't matter
,,,,4,Better when Government does not control the Senate
,,,,5,Much better when Government does not control the Senate
,,,,999,Item skipped
,71,B7,"B7. Considering everything the Labor Party and the Liberal Party stand for, would you say there is....?",1,A good deal of difference between the parties
,,,,2,Some difference between the parties
,,,,3,Not much difference between the parties
,,,,4,No difference between the parties
,,,,999,Item skipped
,72,B8_1,"B8_1. Where would you place yourself on a scale from 0 to 10, where 0 means the left and 10 means the right?",0,0 - Left
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Right
,,,,999,Item skipped
,73,B8_2,"B8_2. Using the same scale, where would you place each of the Federal political parties? Liberal Party",0,0 - Left
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Right
,,,,999,Item skipped
,74,B8_3,"B8_3. Using the same scale, where would you place each of the Federal political parties? Labor Party (ALP)",0,0 - Left
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Right
,,,,999,Item skipped
,75,B8_4,"B8_4. Using the same scale, where would you place each of the Federal political parties? National Party",0,0 - Left
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Right
,,,,999,Item skipped
,76,B8_5,"B8_5. Using the same scale, where would you place each of the Federal political parties? Greens",0,0 - Left
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Right
,,,,999,Item skipped
,77,B9_1,"B9_1. In the Federal election for the House of Representatives on Saturday 21 May, which party did you vote for first in the House of Representatives?",1,Liberal
,,,,2,Labor
,,,,3,National Party
,,,,4,Greens
,,,,5,Other party (please specify)
,,,,6,Voted informal / Did not vote
,,,,7,Australian Democrats
,,,,8,Christian Democratic Party
,,,,9,Citizens Electoral Council
,,,,10,Family First Party
,,,,11,Pauline Hanson's One Nation
,,,,12,Republican Party (replaced by Republican Party of Australia)
,,,,13,"Shooters, Fishers and Farmers Party"
,,,,14,Fishing Party
,,,,15,United Australia Party (formerly Palmer's United Party)
,,,,16,Katter's Australia Party
,,,,17,Liberal Democrats
,,,,18,Motoring Enthusiasts Party
,,,,19,Australian Sports Party (dissolved in 2015)
,,,,20,Reason Party (formerly The Australian Sex Party)
,,,,21,The Wikileaks Party (dissolved in 2015)
,,,,22,Australian Christians
,,,,23,Derryn Hinch's Justice Party
,,,,24,Centre Alliance (formerly Nick Xenophon Team)
,,,,25,Rise Up Australia
,,,,26,Science Party
,,,,27,Australian Liberty Alliance
,,,,28,Pirate Party
,,,,30,Jacquie Lambie Network
,,,,31,Arts Party
,,,,32,Animal Justice Party
,,,,33,Australian Cyclists Party
,,,,34,Health Australia Party
,,,,35,Affordable Housing Party
,,,,36,Australia First Party
,,,,37,Australian Better Families
,,,,38,Australian Conservatives
,,,,39,Australian People's Party
,,,,40,Australian Progressives
,,,,41,Australian Workers Party
,,,,42,Child Protection Party
,,,,43,Climate Action! Immigration Action! Accountable Politicians!
,,,,44,Country Liberals (NT)
,,,,45,Democratic Labour Party
,,,,46,Fraser Anning'S Conservative National Party
,,,,47,Help End Marijuana Prohibition (HEMP) Party
,,,,48,Independents For Climate Action Now
,,,,49,Involuntary Medication Objectors (Vaccination/Fluoride) Party
,,,,50,Labour DLP
,,,,51,Liberal National Party of Queensland
,,,,52,Love Australia or Leave
,,,,53,Non-Custodial Parents Party (Equal Parenting)
,,,,54,Secular Party of Australia
,,,,55,Seniors United Party of Australia
,,,,56,Socialist Alliance
,,,,57,Socialist Equality Party
,,,,58,Sustainable Australia
,,,,59,The Australian Mental Health Party
,,,,60,The Great Australian Party
,,,,61,The Small Business Party
,,,,62,The Together Party
,,,,63,Victorian Socialists
,,,,64,VOTEFLUX.ORG | Upgrade Democracy!
,,,,65,WESTERN AUSTRALIA PARTY
,,,,66,Yellow Vest Australia
,,,,67,Australian Citizens Party
,,,,68,Australian Federation Party
,,,,69,Australian Values Party
,,,,70,David Pocock
,,,,71,Drew Pavlou Democratic Alliance
,,,,72,"FUSION: Science, Pirate, Secular, Climate Emergency"
,,,,73,Federal ICAC Now
,,,,74,Indigenous - Aboriginal Party of Australia
,,,,75,Informed Medical Options Party
,,,,76,Rex Patrick Team
,,,,77,TNL
,,,,78,The Local Party of Australia
,,,,94,No party
,,,,95,Swing Voter
,,,,96,Independent
,,,,97,Other party (not specified)
,,,,997,Does not apply
,,,,999,Item skipped
,78,B9_1_other,B9_1. Which party did you vote for first in the House of Representatives? (other specify),999,Item Skipped
,79,B9_2,B9_2. Which party did you vote for in the Senate election?,1,Liberal
,,,,2,Labor
,,,,3,National Party
,,,,4,Greens
,,,,5,Other party (please specify)
,,,,6,Voted informal / Did not vote
,,,,7,Australian Democrats
,,,,8,Christian Democratic Party
,,,,9,Citizens Electoral Council
,,,,10,Family First Party
,,,,11,Pauline Hanson's One Nation
,,,,12,Republican Party (replaced by Republican Party of Australia)
,,,,13,"Shooters, Fishers and Farmers Party"
,,,,14,Fishing Party
,,,,15,United Australia Party (formerly Palmer's United Party)
,,,,16,Katter's Australia Party
,,,,17,Liberal Democrats
,,,,18,Motoring Enthusiasts Party
,,,,19,Australian Sports Party (dissolved in 2015)
,,,,20,Reason Party (formerly The Australian Sex Party)
,,,,21,The Wikileaks Party (dissolved in 2015)
,,,,22,Australian Christians
,,,,23,Derryn Hinch's Justice Party
,,,,24,Centre Alliance (formerly Nick Xenophon Team)
,,,,25,Rise Up Australia
,,,,26,Science Party
,,,,27,Australian Liberty Alliance
,,,,28,Pirate Party
,,,,30,Jacquie Lambie Network
,,,,31,Arts Party
,,,,32,Animal Justice Party
,,,,33,Australian Cyclists Party
,,,,34,Health Australia Party
,,,,35,Affordable Housing Party
,,,,36,Australia First Party
,,,,37,Australian Better Families
,,,,38,Australian Conservatives
,,,,39,Australian People's Party
,,,,40,Australian Progressives
,,,,41,Australian Workers Party
,,,,42,Child Protection Party
,,,,43,Climate Action! Immigration Action! Accountable Politicians!
,,,,44,Country Liberals (NT)
,,,,45,Democratic Labour Party
,,,,46,Fraser Anning'S Conservative National Party
,,,,47,Help End Marijuana Prohibition (HEMP) Party
,,,,48,Independents For Climate Action Now
,,,,49,Involuntary Medication Objectors (Vaccination/Fluoride) Party
,,,,50,Labour DLP
,,,,51,Liberal National Party of Queensland
,,,,52,Love Australia or Leave
,,,,53,Non-Custodial Parents Party (Equal Parenting)
,,,,54,Secular Party of Australia
,,,,55,Seniors United Party of Australia
,,,,56,Socialist Alliance
,,,,57,Socialist Equality Party
,,,,58,Sustainable Australia
,,,,59,The Australian Mental Health Party
,,,,60,The Great Australian Party
,,,,61,The Small Business Party
,,,,62,The Together Party
,,,,63,Victorian Socialists
,,,,64,VOTEFLUX.ORG | Upgrade Democracy!
,,,,65,WESTERN AUSTRALIA PARTY
,,,,66,Yellow Vest Australia
,,,,67,Australian Citizens Party
,,,,68,Australian Federation Party
,,,,69,Australian Values Party
,,,,70,David Pocock
,,,,71,Drew Pavlou Democratic Alliance
,,,,72,"FUSION: Science, Pirate, Secular, Climate Emergency"
,,,,73,Federal ICAC Now
,,,,74,Indigenous - Aboriginal Party of Australia
,,,,75,Informed Medical Options Party
,,,,76,Rex Patrick Team
,,,,77,TNL
,,,,78,The Local Party of Australia
,,,,94,No party
,,,,95,Swing Voter
,,,,96,Independent
,,,,97,Other party (not specified)
,,,,997,Does not apply
,,,,999,Item skipped
,80,B9_2_other,B9_2. Which party did you vote for in the Senate election (other specify),999,Item Skipped
,81,B10,B10. Voted in person on election day or casted vote before election day,1,Voted in person on election day
,,,,2,Voted in person before election day (at a pre-polling voting centre)
,,,,3,Cast postal vote before election day
,,,,4,Voted by phone on election day
,,,,5,Voted by phone before election day
,,,,999,Item skipped
,82,B11_1,"B11_1. If your first preference was for the Greens or other minor party: Which of the two major parties, the Liberal-National Coalition or the Labor Party, voted for in the House of Representatives",1,Liberal-National Coalition
,,,,2,Labor Party (ALP)
,,,,998,Not sure / Don't know
,,,,999,Item skipped
,83,B11_2,"B11_2. If your first preference was for the Greens or other minor party: Which of the two major parties, the Liberal-National Coalition or the Labor Party, voted for in the Senate",1,Liberal-National Coalition
,,,,2,Labor Party (ALP)
,,,,998,Not sure / Don't know
,,,,999,Item skipped
,84,B12,"B12. In voting for the House of Representatives, did you follow a party 'How to Vote' card or did you decide your own preferences?",1,Followed a 'How to Vote' card
,,,,2,Decided my own preferences
,,,,999,Item skipped
,85,B13,B13. Was there any time during the election campaign when you seriously thought you might give your first preference to another party in the House of Representatives?,1,No
,,,,2,"Yes, Liberal Party"
,,,,3,"Yes, Labor Party (ALP)"
,,,,4,"Yes, National Party"
,,,,5,"Yes, Greens"
,,,,6,"Yes, another party / independent"
,,,,999,Item skipped
,86,B14,"B14. In the last Federal election in May 2019, when the Liberals were led by Scott Morrison and Labor by Bill Shorten, which party got your first preference then in the House of Representatives election?",1,Liberal Party
,,,,2,Labor Party (ALP)
,,,,3,National Party
,,,,4,Greens
,,,,5,Another party / independent
,,,,6,Did not vote
,,,,999,Item skipped
,87,B15_1,"B15_1. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Always voted for the same party",0,Not selected
,,,,1,Selected
,88,B15_2,"B15_2. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Sometimes voted Liberal",0,Not selected
,,,,1,Selected
,89,B15_3,"B15_3. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Sometimes voted Labor (ALP)",0,Not selected
,,,,1,Selected
,90,B15_4,"B15_4. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Sometimes voted National",0,Not selected
,,,,1,Selected
,91,B15_5,"B15_5. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Sometimes voted Greens",0,Not selected
,,,,1,Selected
,92,B15_6,"B15_6. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Sometimes voted for other party / independent",0,Not selected
,,,,1,Selected
,93,B15_7,"B15_7. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Did not vote before this election",0,Not selected
,,,,1,Selected
,94,B15_8,"B15_8. Before this current Federal election for the House of Representatives, had you always voted for the same party, or had you sometimes voted for different parties? Item skipped",0,Not selected
,,,,1,Selected
,95,B15a_Dummy,"B15a_Dummy.   Liberal National Party, Country Liberal or Liberal Party/ National Party",1,Liberal National Party
,,,,2,Country Liberal
,,,,3,Liberal Party / National Party
,,,,999,Item Skipped
,96,B15a,"B15a. Thinking about your last state or territory election, which party did you vote for?",1,"Liberal National Party, Country Liberal or Liberal Party/ National Party"
,,,,2,Labor Party (ALP)
,,,,3,Greens
,,,,4,Independent
,,,,90,Another party
,,,,97,Did not vote
,,,,999,Item skipped
,97,B16,B16. Some people say that political parties in Australia care what ordinary people think. Others say that political parties in Australia don't care what ordinary people think. Where would you place your view on this scale from 1 to 5?,1,1 - Political parties in Australia care what ordinary people think
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Political parties in Australia don't care what ordinary people think
,,,,999,Item skipped
,98,B17,"B17. Where would you place your view on this scale from 1 to 5, where 1 means that political parties are necessary to make our political system work, and 5 means that political parties are not needed in Australia?",1,1 - Political parties are necessary to make our political system work
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Political parties are not needed in Australia
,,,,999,Item skipped
,99,B18_1,"B18_1. We would like to know what you think about the Liberal Party on a scale from 0 to 10, where 0 means you strongly dislike that party and 10 means that you strongly like that party. Please give a rating of 5 if you are neutral or don't know.",0,0 - Strongly dislike
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Neutral
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Strongly like
,,,,999,Item skipped
,100,B18_2,"B18_2. We would like to know what you think about the Labor Party (ALP) on a scale from 0 to 10, where 0 means you strongly dislike that party and 10 means that you strongly like that party. Please give a rating of 5 if you are neutral or don't know.",0,0 - Strongly dislike
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Neutral
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Strongly like
,,,,999,Item skipped
,101,B18_3,"B18_3. We would like to know what you think about the National Party on a scale from 0 to 10, where 0 means you strongly dislike that party and 10 means that you strongly like that party. Please give a rating of 5 if you are neutral or don't know.",0,0 - Strongly dislike
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Neutral
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Strongly like
,,,,999,Item skipped
,102,B18_4,"B18_4. We would like to know what you think about the Greens on a scale from 0 to 10, where 0 means you strongly dislike that party and 10 means that you strongly like that party. Please give a rating of 5 if you are neutral or don't know.",0,0 - Strongly dislike
,,,,1,1
,,,,2,2
,,,,3,3
,,,,4,4
,,,,5,5 - Neutral
,,,,6,6
,,,,7,7
,,,,8,8
,,,,9,9
,,,,10,10 - Strongly like
,,,,999,Item skipped
,103,B19_1,B19_1. Keeps its promises - Liberal-National Coalition,1,Keeps its promises
,,,,2,Breaks its promises
,,,,998,Unsure
,,,,999,Item skipped
,104,B19_2,B19_2. Keeps its promises - Labor Party,1,Keeps its promises
,,,,2,Breaks its promises
,,,,998,Unsure
,,,,999,Item skipped
,105,B20_1,B20_1. Capable of strong government - Liberal-National Coalition,1,Capable of strong government
,,,,2,Not capable of strong government
,,,,998,Unsure
,,,,999,Item skipped
,106,B20_2,B20_2. Capable of strong government - Labor Party,1,Capable of strong government
,,,,2,Not capable of strong government
,,,,998,Unsure
,,,,999,Item skipped
,107,B21_1,B21_1. United or divided - Liberal-National Coalition,1,United
,,,,2,Divided
,,,,998,Unsure
,,,,999,Item skipped
,108,B21_2,B21_2. United or divided - Labor Party,1,United
,,,,2,Divided
,,,,998,Unsure
,,,,999,Item skipped
,109,C1_1,"C1_1. Again using a scale from 0 to 10, please show how much you like or dislike the party leaders - Scott Morrison",0,0 - Strongly dislike
,,,,1,1
,,,,2,2
